index,A,B,C,beta,omega,phi,tc_delta,mse_resid,oscillations,damping_factor,min_rel_err,max_rel_err
0,6.605139724766783,-0.784323832181784,0.006687207977132174,0.1,6.0,0.0,1.0,0.00046650957883233584,4.196389830792718,1.9547864989990023,-0.07872757510224997,0.040242660631060446
0,6.656251906568903,-0.8430087492207488,0.008659005582608098,0.1,6.0,0.0,2.0,0.0004606700362650829,3.546200105663858,1.6226050077350684,-0.0794952874787729,0.03984865921481192
0,6.696771678059518,-0.8889216190243774,0.009933753370257342,0.1,6.0,0.0,3.0,0.00046340159120017037,3.1705844950979634,1.4914161611291497,-0.07960445288281054,0.03971226737860587
0,6.736330932628215,-0.9335982412930748,0.010534675465407407,0.1,6.0,0.0,4.0,0.0004705016951814951,2.907304771907219,1.4770242082266332,-0.07964487815896096,0.039092550790256884
0,6.776869618212258,-0.9793137660939446,0.010743013037828642,0.1,6.0,0.0,5.0,0.00048083621693092684,2.7055194512427936,1.5193033876150535,-0.07975089577566523,0.03807187605478243
0,6.812794122196873,-1.0194771061278711,0.01153005494487868,0.1,6.0,0.0,6.0,0.0004853744843404626,2.542584084524455,1.473651702733492,-0.0795043252915838,0.03781773691858798
0,6.606254579928036,-0.7857597702326444,0.007863737803719312,0.1,6.0,0.1,1.0,0.0004607508548345344,4.196389830792718,1.6653653132165802,-0.07826952753072632,0.04135248603074852
0,6.658321320015196,-0.8456578120077678,0.009692053872804543,0.1,6.0,0.1,2.0,0.0004539392099233327,3.546200105663858,1.4542115687516017,-0.0789161333019773,0.04079210104086874
0,6.699013585955612,-0.8918255401840782,0.01081259496557102,0.1,6.0,0.1,3.0,0.00045662996860031796,3.1705844950979634,1.374670839922931,-0.07893808195418962,0.04048807700319223
0,6.739446954941409,-0.9375660290442984,0.011265200783870786,0.1,6.0,0.1,4.0,0.00046436980133912403,2.907304771907219,1.387112469974319,-0.07898474184429288,0.039630606508757424
0,6.7804706559863055,-0.9838673617682447,0.011433561290110401,0.1,6.0,0.1,5.0,0.00047495426030297506,2.7055194512427936,1.4341803876092,-0.07909463650150382,0.03847968553858239
0,6.8164819815177164,-1.0241589387474779,0.01221446030858532,0.1,6.0,0.1,6.0,0.0004790113780097869,2.542584084524455,1.3974678548665462,-0.07880575833174706,0.038141262208132826
0,6.607699036794273,-0.7876509069669027,0.008911166723491518,0.1,6.0,0.2,1.0,0.00045460660609142117,4.196389830792718,1.4731533505605316,-0.0777049752969048,0.0423222326298505
0,6.660747242405133,-0.8487847059962212,0.010597878354514603,0.1,6.0,0.2,2.0,0.0004471803139099686,3.546200105663858,1.334834321869475,-0.07826526014194082,0.04155574925260037
