index,A,B,C,beta,omega,phi,tc_delta,mse_resid,oscillations,damping_factor,min_rel_err,max_rel_err
0,7.06468098664033,-1.3992686372907013,-0.01939395330061973,0.1,6.0,0.0,5.0,0.0020318194149055503,3.147292373094538,1.2024956229063313,-0.11959108397777697,0.13455165774473463
0,7.112741160976104,-1.4518125887397901,-0.017052593553108786,0.1,6.0,0.0,6.0,0.001981016855335538,2.9802355944605234,1.418955797171702,-0.12136227771769843,0.12800843875559342
0,7.160878628140343,-1.504142379820288,-0.01660716398163091,0.1,6.0,0.0,7.0,0.001918038115429373,2.8400283913712747,1.509531651003157,-0.12184385978339017,0.1166267829302031
0,7.207217265588083,-1.5543254127824357,-0.01593426142966495,0.1,6.0,0.0,8.0,0.0018661200067715757,2.719460277789295,1.625768703540007,-0.12252443296998097,0.10528128143560593
0,7.249324757697671,-1.5996879532018604,-0.013817059670755291,0.1,6.0,0.0,9.0,0.0018352518651572705,2.6138805926987785,1.9296048885949597,-0.1239611065873731,0.09833053915166613
0,7.287068467681347,-1.6400541116352496,-0.010309257071017958,0.1,6.0,0.0,10.0,0.0018184660379204276,2.5201141146669945,2.6514262866491687,-0.12580403001759272,0.0967512963453183
0,7.02356282871752,-1.355086428739864,-0.01921075118295272,0.1,6.0,0.1,4.0,0.0021257484731875323,3.3532788868905343,1.1756319988347148,-0.12051202064956927,0.1303082867073586
0,7.071013490045042,-1.407187186555257,-0.014521139851540979,0.1,6.0,0.1,5.0,0.0020868786048735054,3.147292373094538,1.6151018457020172,-0.12379197374465456,0.13240045920950028
0,7.118391376120714,-1.4588355558656492,-0.012482431904524444,0.1,6.0,0.1,6.0,0.0020269815652568424,2.9802355944605234,1.9478516780276776,-0.12508211801688415,0.1252026245930948
0,7.165248547026492,-1.5096566058222196,-0.012114223939697563,0.1,6.0,0.1,7.0,0.0019625550666702014,2.8400283913712747,2.076975261115941,-0.12533057511282167,0.11538344339230824
0,7.209872470567167,-1.5578456770839106,-0.011311228017944779,0.1,6.0,0.1,8.0,0.0019100868628644208,2.719460277789295,2.295426683722957,-0.12583575655439383,0.10632622785542868
0,7.250213921478209,-1.601119162315788,-0.009036450248763955,0.1,6.0,0.1,9.0,0.0018742151636292528,2.6138805926987785,2.9530754485789306,-0.12693052086059764,0.10128647766518642
0,7.286591483395114,-1.6398058686803303,-0.00542528495858044,0.1,6.0,0.1,10.0,0.001846515275441248,2.5201141146669945,5.037541441600136,-0.12821748558874388,0.10039853819457993
0,6.97531125321842,-1.3026598727953855,-0.01889757527029104,0.1,6.0,0.2,3.0,0.002244539542295719,3.62084196551162,1.148877439004307,-0.1216351171226076,0.12838403199864515
0,7.027924008615342,-1.360721918269983,-0.01415308113618103,0.1,6.0,0.2,4.0,0.0021829508616814197,3.3532788868905343,1.6023859695015157,-0.12480575527021646,0.1312516344396246
