index,A,B,C,beta,omega,phi,tc_delta,mse_resid,oscillations,damping_factor,min_rel_err,max_rel_err
0,7.0318460252755575,-1.3439410721233047,0.007984859465818298,0.1,6.0,0.0,1.0,0.0023957150419105303,4.745822117228178,2.805186235851462,-0.13478495142132807,0.13951392070529767
0,7.102141090011186,-1.4211946173871715,0.011382514315625817,0.1,6.0,0.0,2.0,0.0021770455136782066,4.090523852892816,2.0809617541122813,-0.13366737860413686,0.09741215694871966
0,7.157245395255943,-1.480954856473815,0.013554685010027403,0.1,6.0,0.0,3.0,0.0020285968808758338,3.709896311924119,1.8209630782988113,-0.13214118854593135,0.08351150187701362
0,7.20696838233596,-1.534410043367906,0.0161576802690113,0.1,6.0,0.0,4.0,0.001901077971273063,3.4416984852003494,1.582745808619921,-0.1302627367133102,0.07842263044725867
0,7.254719430301387,-1.58543321511055,0.019138062014429302,0.1,6.0,0.0,5.0,0.00178099111695457,3.2350862141139634,1.3806981552566113,-0.12794698323037235,0.08396751425445724
0,7.296228370769852,-1.6293406416345109,0.021081386925120488,0.1,6.0,0.0,6.0,0.0016827386070626478,3.0674124791897626,1.2881352378299455,-0.12557628081944794,0.08943572610503236
0,7.331020970476718,-1.665620066428823,0.022773252825507823,0.1,6.0,0.0,7.0,0.0015970105381166665,2.9265969363077513,1.218988549996979,-0.12313475150854188,0.08925864354153408
0,7.36254378846599,-1.6981288332060709,0.024635204571911106,0.1,6.0,0.0,8.0,0.0015131832544164044,2.805428920052495,1.1488496934330759,-0.12048339967595773,0.08382678782405538
0,7.39438770043113,-1.730888185914286,0.02657955974493749,0.1,6.0,0.0,9.0,0.0014282729640095109,2.699257594978265,1.0853504237367726,-0.11760932428596749,0.07464394523302678
0,7.428264365094902,-1.765806902673507,0.028541754925611118,0.1,6.0,0.0,10.0,0.001343014781087175,2.6049075700008686,1.0311249298181797,-0.11453440564874262,0.06557907341594627
0,7.028142715581666,-1.3394063478341378,0.012960002933164419,0.1,6.0,0.1,1.0,0.00235619452928308,4.745822117228178,1.722487197394352,-0.13409120278250186,0.13865341885680238
0,7.097280704947052,-1.415235833994413,0.016167187862504456,0.1,6.0,0.1,2.0,0.0021260934732346766,4.090523852892816,1.458958979168625,-0.13229368982614442,0.09297659231867386
0,7.150528250078653,-1.4728247214054484,0.01802650009408677,0.1,6.0,0.1,3.0,0.001973706902459554,3.709896311924119,1.361721829638077,-0.13026322545806462,0.08363491907405289
0,7.1996237943356345,-1.5254893938206031,0.020437591388656223,0.1,6.0,0.1,4.0,0.001839252700849793,3.4416984852003494,1.244022485176766,-0.1278651086925395,0.07923092316560079
0,7.246934451755196,-1.5759377715262008,0.02312603551404413,0.1,6.0,0.1,5.0,0.0017134869783577186,3.2350862141139634,1.135760148317939,-0.12507114651935466,0.08588513817945587
0,7.287024087018642,-1.6182044423038011,0.02480966682647548,0.1,6.0,0.1,6.0,0.001613624470625612,3.0674124791897626,1.0870792512866694,-0.122384633398469,0.09162376927850535
0,7.319969069386856,-1.6523683794764095,0.02637782327367337,0.1,6.0,0.1,7.0,0.0015261603672712908,2.9265969363077513,1.044038877110816,-0.11965924319910731,0.09030797633263214
