index,A,B,C,beta,omega,phi,tc_delta,mse_resid,oscillations,damping_factor,min_rel_err,max_rel_err
0,6.509938700754345,-1.097354833127317,-0.018180108757742,0.1,6.0,1.1,8.0,0.0005124702459146812,2.753447126843739,1.0060031797664655,-0.046908747845086356,0.06670523318895448
0,6.531347993647976,-1.1198024340770036,-0.017955928488924848,0.1,6.0,1.1,9.0,0.0005224787772007764,2.647627201831819,1.0393989880720953,-0.04752648571396412,0.06216706901218911
0,6.551890189429894,-1.1413274701507137,-0.01810559172523349,0.1,6.0,1.1,10.0,0.0005278354472705039,2.5536238567124876,1.0506215312477774,-0.047880418266922305,0.0570336721988758
0,6.48314521883019,-1.0687671789654618,-0.017319626735307916,0.1,6.0,1.2000000000000002,7.0,0.0005185329707053902,2.874258925745783,1.028474030550425,-0.047121574782359524,0.06800386471442466
0,6.506183672479772,-1.092947746986001,-0.016598105153979286,0.1,6.0,1.2000000000000002,8.0,0.0005345266235973987,2.753447126843739,1.0974623677891873,-0.04816497110016956,0.06439057296244412
0,6.527190597378254,-1.1149217589389133,-0.016374886615109774,0.1,6.0,1.2000000000000002,9.0,0.000544302517340886,2.647627201831819,1.1347882738010633,-0.048800165960670994,0.059891280006488426
0,6.547543202324127,-1.136203551382365,-0.016477739841859625,0.1,6.0,1.2000000000000002,10.0,0.0005504328864875972,2.5536238567124876,1.1492307827476667,-0.049215945072315435,0.05500484395887931
0,6.453248988854272,-1.0366459752346018,-0.016591050413410025,0.1,6.0,1.3,6.0,0.0005211937221300506,3.0147133342154153,1.041370648033948,-0.04710269597516702,0.06795057400520498
0,6.478896960461034,-1.063710687453549,-0.015526706315046327,0.1,6.0,1.3,7.0,0.0005415291534511863,2.874258925745783,1.1418076118551388,-0.04850800692979503,0.06567601406458429
0,6.501171680836958,-1.0870073874401223,-0.0147981204716818,0.1,6.0,1.3,8.0,0.0005564300237973424,2.753447126843739,1.2242628937463802,-0.04953387757513083,0.06196179365130655
0,6.521866092597806,-1.1086108907223537,-0.014571322069782497,0.1,6.0,1.3,9.0,0.000565944080059142,2.647627201831819,1.268028260594318,-0.05017620419581744,0.05766013729745243
0,6.54207082247003,-1.1296957382457122,-0.014617270438151902,0.1,6.0,1.3,10.0,0.0005727795875970612,2.5536238567124876,1.2880833247055743,-0.05064337660480826,0.05316209170915771
0,6.4216544325787455,-1.0025493066473667,-0.01596310642518682,0.1,6.0,1.4000000000000001,5.0,0.0005221075675348636,3.1820209151249492,1.0467358085407172,-0.046927647119981736,0.06676248804258016
0,6.4489116840125496,-1.0314069895079727,-0.014627199008334354,0.1,6.0,1.4000000000000001,6.0,0.0005449167028198256,3.0147133342154153,1.1752158757124231,-0.048600670832584375,0.06576548847474999
0,6.473388014944362,-1.0571149643952977,-0.013503551974418354,0.1,6.0,1.4000000000000001,7.0,0.000563637664291914,2.874258925745783,1.3047369146502303,-0.049979402036401596,0.06313742044162578
0,6.495028068092618,-1.0796797187666556,-0.012774246748099707,0.1,6.0,1.4000000000000001,8.0,0.0005772957187615898,2.753447126843739,1.4086671671753284,-0.05096718946105553,0.059509359427956175
0,6.51552031889793,-1.1010398070116074,-0.01254011673087977,0.1,6.0,1.4000000000000001,9.0,0.0005865081981930347,2.647627201831819,1.4633566691612478,-0.051604445388148165,0.05556668086513481
0,6.535633481602831,-1.1219920061239557,-0.012521019106473451,0.1,6.0,1.4000000000000001,10.0,0.0005939213601488846,2.5536238567124876,1.493478015624514,-0.05210824774471759,0.05159290165098555
0,6.3919368170524375,-0.9705641241116836,-0.015684579045262992,0.1,6.0,1.5,4.0,0.0005214911447060359,3.3882619071792277,1.0313358546960922,-0.046602270870334465,0.0661604541062522
0,6.417261145404713,-0.9971717106288032,-0.013839974696338644,0.1,6.0,1.5,5.0,0.000546411263982303,3.1820209151249492,1.2008351803473123,-0.04852114504913282,0.06464037291202428
0,6.443387949088049,-1.02471263361248,-0.012422980353703053,0.1,6.0,1.5,6.0,0.0005670965097317267,3.0147133342154153,1.374754157801638,-0.05015873640243447,0.06326536188951266
0,6.466770216281146,-1.049159924887017,-0.011249013939078147,0.1,6.0,1.5,7.0,0.0005838761113054765,2.874258925745783,1.5544472469157526,-0.05147927787090639,0.0604821247876596
0,6.487944581569661,-1.0711911603140862,-0.01052797074146758,0.1,6.0,1.5,8.0,0.0005961759882697889,2.753447126843739,1.69578605826806,-0.05240800323413058,0.05713531382586442
0,6.5083652942980805,-1.0924588922706546,-0.010284314788418535,0.1,6.0,1.5,9.0,0.0006050375132803559,2.647627201831819,1.7704289084008855,-0.053026242003556726,0.05370873958007229
0,6.528458860689775,-1.1133623305195268,-0.010195122206014005,0.1,6.0,1.5,10.0,0.0006128449492083959,2.5536238567124876,1.820089888775054,-0.05354778958388376,0.05038209405159273
0,6.363503337069193,-0.9399658036695013,-0.015485702805895757,0.1,6.0,1.6,3.0,0.0005222550396791092,3.65608322146498,1.011649062634767,-0.046280740427208276,0.06451937187320878
0,6.387026368879056,-0.9645275445617316,-0.013384170595103273,0.1,6.0,1.6,4.0,0.0005465456104261203,3.3882619071792277,1.2010799594791643,-0.048278796292704027,0.06395909397325718
0,6.411892026488718,-0.9905811401485374,-0.011480505727565565,0.1,6.0,1.6,5.0,0.0005685244923328085,3.1820209151249492,1.438062578506562,-0.05014727859122051,0.06234365283799137
0,6.436835056266172,-1.0167523201894877,-0.009979667657718266,0.1,6.0,1.6,6.0,0.0005866730417453164,3.0147133342154153,1.6980397127806361,-0.05171389029292683,0.060538049674894505
0,6.459268953671905,-1.0401148689649937,-0.008771843165066852,0.1,6.0,1.6,7.0,0.0006012297920319289,2.874258925745783,1.9762377746468878,-0.052942921769844255,0.057820964201719866
0,6.480182910509075,-1.0618532596326975,-0.008070779909783256,0.1,6.0,1.6,8.0,0.0006121071365808494,2.753447126843739,2.192793574479582,-0.05379243431608805,0.05494949070171858
0,6.500680446795695,-1.0832009332758699,-0.007817722134719526,0.1,6.0,1.6,9.0,0.0006205638650523454,2.647627201831819,2.3092850547544894,-0.05437646037477786,0.052183559198031304
0,6.520840812662777,-1.1041579267239254,-0.007657505270846271,0.1,6.0,1.6,10.0,0.0006285378234675168,2.5536238567124876,2.4032150760807314,-0.054893547437829725,0.04960534701718334
0,6.32489550153409,-0.8975524631720928,-0.01456370626655576,0.1,6.0,1.7000000000000002,2.0,0.0005336439675841123,4.036328905122359,1.0271566485714805,-0.045857388170044665,0.059429531688978014
0,6.357944824512204,-0.9331326352580214,-0.013047225065742279,0.1,6.0,1.7000000000000002,3.0,0.0005477230219280636,3.65608322146498,1.1919937388424977,-0.048000688363266555,0.06264563268541698
0,6.381362192782759,-0.9575330605318659,-0.010846313299282331,0.1,6.0,1.7000000000000002,4.0,0.0005688011273399657,3.3882619071792277,1.471364868582002,-0.04996346226777851,0.06143518778636004
0,6.405713372506389,-0.982980725163539,-0.008889274865520408,0.1,6.0,1.7000000000000002,5.0,0.0005873529585997244,3.1820209151249492,1.8430088318682976,-0.05173852258571406,0.05972716431998453
0,6.429484914923208,-1.0078067266022621,-0.007310524990298273,0.1,6.0,1.7000000000000002,6.0,0.0006025783452064842,3.0147133342154153,2.2976159439978954,-0.05319511222472066,0.0576942972695254
0,6.451183974068142,-1.0303397911796242,-0.006093147954294777,0.1,6.0,1.7000000000000002,7.0,0.0006147179626070144,2.874258925745783,2.8183018009417866,-0.05430014169010749,0.05527743516344437
0,6.472071107285075,-1.052058843465417,-0.005426271901131159,0.1,6.0,1.7000000000000002,8.0,0.0006241761192515485,2.753447126843739,3.231374022024542,-0.05505267851800781,0.053063460522850645
0,6.492805954638666,-1.0736736447868984,-0.005166864051477857,0.1,6.0,1.7000000000000002,9.0,0.0006321794001188547,2.647627201831819,3.463331058871193,-0.05558696732154241,0.0510806020205473
0,6.5131296593459975,-1.094800087032238,-0.00493950346595045,0.1,6.0,1.7000000000000002,10.0,0.000640067812297631,2.5536238567124876,3.6940288113945035,-0.05607553459167321,0.04937972038273957
0,6.319940873346391,-0.8913584771194651,-0.012047336802494493,0.1,6.0,1.8,2.0,0.0005579633759281272,4.036328905122359,1.2331335018027976,-0.04761198186819781,0.05831947103837806
0,6.3516878699527055,-0.9254081920599782,-0.010364598472750092,0.1,6.0,1.8,3.0,0.0005699243468351602,3.65608322146498,1.4880914015353957,-0.0497013858717356,0.0603280455767006
0,6.375149668392528,-0.949832669338897,-0.008083718164303866,0.1,6.0,1.8,4.0,0.0005871073705139182,3.3882619071792277,1.958324643093847,-0.0515826233864693,0.058682719849107154
0,6.398954875179415,-0.9746521124814458,-0.006083150618657135,0.1,6.0,1.8,5.0,0.0006018281486281286,3.1820209151249492,2.6703599652570658,-0.053220651389948144,0.056891312067243106
